operation,type,manufacturer,engine_type,engines,year_manufacturing,seating,fatalities
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2003.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,LEARJET,JATO,BIMOTOR,2008.0,9.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982.0,2.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2005.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,14.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2009.0,14.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2001.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1975.0,1.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2011.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,LEARJET,JATO,BIMOTOR,1998.0,10.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1991.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,6.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,***,SEM TRAÇÃO,2008.0,0.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2006.0,0.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2002.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2007.0,12.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1995.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PILATUS,TURBOÉLICE,MONOMOTOR,2009.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2006.0,4.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2007.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,AIR TRACTOR,TURBOÉLICE,MONOMOTOR,2009.0,1.0,0
OPERADOR PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2011.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,TWIN COMMANDER,TURBOÉLICE,BIMOTOR,1982.0,9.0,0
AEROCLUBE,INDETERMINADA,***,***,SEM TRAÇÃO,0.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2011.0,184.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,184.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2009.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982.0,4.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2008.0,17.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2011.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2005.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2007.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2015.0,172.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1981.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2013.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2013.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2013.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2013.0,22.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2013.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2007.0,17.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,SIKORSKY AIRCRAFT,TURBOEIXO,BIMOTOR,2007.0,14.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2008.0,129.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,141.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2012.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2008.0,129.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2008.0,129.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2013.0,172.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,2.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,172.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,170.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,170.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,170.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,170.0,0
OPERADOR DE AERONAVE,AVIÃO,AIRBUS INDUSTRIE,JATO,BIMOTOR,2014.0,170.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,1.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2002.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2002.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012.0,75.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012.0,75.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012.0,75.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012.0,75.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,1999.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,1.0,0
ÓRGÃO PÚBLICO,AVIÃO,EMBRAER,JATO,BIMOTOR,1996.0,54.0,0
OPERADOR PARTICULAR,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2009.0,7.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,BIMOTOR,2008.0,21.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2012.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1978.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1977.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,JATO,BIMOTOR,2000.0,55.0,0
OPERADOR PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,PISTÃO,BIMOTOR,2012.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,HAWKER BEECHCRAFT,PISTÃO,BIMOTOR,2012.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,0.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2006.0,9.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,2013.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1999.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1973.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1978.0,10.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1977.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2010.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,AGUSTA,TURBOEIXO,BIMOTOR,2011.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1999.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1977.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1995.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2008.0,4.0,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2014.0,1.0,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2014.0,1.0,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2014.0,1.0,0
AEROCLUBE,AVIÃO,DIAMOND AIRCRAFT,PISTÃO,MONOMOTOR,2014.0,1.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2008.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,2001.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING,JATO,BIMOTOR,0.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,0.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,BIMOTOR,0.0,0.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2007.0,4.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1975.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1975.0,6.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2007.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2008.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1984.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1984.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1984.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1978.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2009.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,2007.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2005.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2010.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2009.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2005.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,2013.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1981.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,TURBOÉLICE,BIMOTOR,1995.0,34.0,0
OPERADOR PARTICULAR,AVIÃO,ISRAEL AIRCRAFT,JATO,BIMOTOR,1980.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,ISRAEL AIRCRAFT,JATO,BIMOTOR,1980.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2003.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2013.0,8.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2008.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2011.0,73.0,0
OPERADOR DE AERONAVE,AVIÃO,AEROSPATIALE AND ALENIA,TURBOÉLICE,BIMOTOR,2012.0,73.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,ROBINSON HELICOPTER,PISTÃO,MONOMOTOR,2007.0,2.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2009.0,6.0,1
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR DE AERONAVE,AVIÃO,BOEING COMPANY,JATO,TRIMOTOR,1980.0,5.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1975.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2007.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,2003.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2007.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2007.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,2007.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1982.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,JATO,BIMOTOR,2010.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,MONOMOTOR,1994.0,4.0,0
OPERADOR PARTICULAR,INDETERMINADA,***,***,SEM TRAÇÃO,0.0,0.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,TURBOÉLICE,MONOMOTOR,1998.0,11.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2005.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1978.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2002.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,DASSAULT AVIATION,JATO,BIMOTOR,1995.0,10.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2006.0,11.0,0
OPERADOR DE AERONAVE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,BIMOTOR,1975.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,KAIO AMARAL RANGEL,PISTÃO,MONOMOTOR,2010.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,PISTÃO,MONOMOTOR,2013.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,FERNANDO SOARES GURGEL,PISTÃO,MONOMOTOR,2012.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,MARCELO QUEIROZ DUARTE,PISTÃO,MONOMOTOR,2012.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,MARCELO QUEIROZ DUARTE,PISTÃO,MONOMOTOR,2012.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,HAROLDO CARNEIRO LEAO SOBRINHO,PISTÃO,MONOMOTOR,2012.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,ROBERT MOHR,PISTÃO,MONOMOTOR,1988.0,1.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2002.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,JOSE ROBERTO BARBOSA,PISTÃO,MONOMOTOR,2011.0,4.0,0
OPERADOR PARTICULAR,ANFÍBIO,ANDRE ALEXANDRE FERDINAND DE REYNIER,PISTÃO,MONOMOTOR,2010.0,5.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1958.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1970.0,1.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1961.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1966.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CIRRUS DESIGN,PISTÃO,MONOMOTOR,2003.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1971.0,4.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1976.0,10.0,0
OPERADOR PARTICULAR,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,2013.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1978.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1981.0,7.0,0
OPERADOR DE AERONAVE,AVIÃO,EMBRAER,PISTÃO,BIMOTOR,1979.0,6.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1975.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,2000.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,JATO,BIMOTOR,2008.0,6.0,0
OPERADOR DE AERONAVE,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,PISTÃO,MONOMOTOR,1977.0,1.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1979.0,6.0,0
OPERADOR DE AERONAVE,HELICÓPTERO,BELL HELICOPTER,TURBOEIXO,MONOMOTOR,1991.0,5.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,HELIBRAS,TURBOEIXO,MONOMOTOR,1993.0,6.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER DEUTSCHLAND,TURBOEIXO,BIMOTOR,1993.0,11.0,0
ÓRGÃO PÚBLICO,HELICÓPTERO,EUROCOPTER FRANCE,TURBOEIXO,MONOMOTOR,1995.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,0.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,4.0,0
AEROCLUBE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,4.0,0
ÓRGÃO PÚBLICO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1973.0,8.0,0
OPERADOR PARTICULAR,AVIÃO,MITSUBISHI,TURBOÉLICE,BIMOTOR,1973.0,8.0,0
AEROCLUBE,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,2.0,0
OPERADOR PARTICULAR,AVIÃO,SOCATA,PISTÃO,MONOMOTOR,1972.0,4.0,0
AEROCLUBE,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1973.0,6.0,0
ÓRGÃO PÚBLICO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1966.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1974.0,7.0,0
ESCOLA DE AVIAÇÃO,AVIÃO,PIPER AIRCRAFT,PISTÃO,BIMOTOR,1974.0,7.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
OPERADOR PARTICULAR,AVIÃO,BEECH AIRCRAFT,PISTÃO,BIMOTOR,1974.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,PIPER AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,4.0,0
ÓRGÃO PÚBLICO,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,6.0,0
OPERADOR PARTICULAR,AVIÃO,CESSNA AIRCRAFT,PISTÃO,MONOMOTOR,1974.0,6.0,0
